Decrial,n.,A crying down; a clamorous censure; condemnation by censure.
Decrier,n.,One who decries.
Decrown,v. t.,To deprive of a crown; to discrown.
Decrustation,n.,The removal of a crust.
Decried,imp. & p. p.,of Decry
Decrying,p. pr. & vb. n.,of Decry
Decry,v. t.,"To cry down; to censure as faulty, mean, or worthless; to clamor against; to blame clamorously; to discredit; to disparage."
Decubation,n.,Act of lying down; decumbence.
Efferent,n.,An efferent duct or stream.
Efferous,a.,Like a wild beast; fierce.
Effervesced,imp. & p. p.,of Effervesce
Effervescing,p. pr. & vb. n.,of Effervesce
Effervesce,v. i.,"To be in a state of natural ebullition; to bubble and hiss, as fermenting liquors, or any fluid, when some part escapes in a gaseous form."
Effervesce,v. i.,"To exhibit, in lively natural expression, feelings that can not be repressed or concealed; as, to effervesce with joy or merriment."
Effervescence,n.,Alt. of Effervescency
Effervescency,n.,"A kind of natural ebullition; that commotion of a fluid which takes place when some part of the mass flies off in a gaseous form, producing innumerable small bubbles; as, the effervescence of a carbonate with citric acid."
Effervescent,a.,"Gently boiling or bubbling, by means of the disengagement of gas"
Effervescible,a.,Capable of effervescing.
Effervescive,a.,Tending to produce effervescence.
Effet,n.,"The common newt; -- called also asker, eft, evat, and ewt."
Effete,a.,"No longer capable of producing young, as an animal, or fruit, as the earth; hence, worn out with age; exhausted of energy; incapable of efficient action; no longer productive; barren; sterile."
Efficacious,n.,"Possessing the quality of being effective; productive of, or powerful to produce, the effect intended; as, an efficacious law."
Efficacity,n.,Efficacy.
Efficacy,n.,"Power to produce effects; operation or energy of an agent or force; production of the effect intended; as, the efficacy of medicine in counteracting disease; the efficacy of prayer."
Efficience,n.,Alt. of Efficiency
Efficiency,n.,The quality of being efficient or producing an effect or effects; efficient power; effectual agency.
Efficiency,n.,The ratio of useful work to energy expended.
Efficient,n.,"Causing effects; producing results; that makes the effect to be what it is; actively operative; not inactive, slack, or incapable; characterized by energetic and useful activity; as, an efficient officer, power."
Efficient,n.,An efficient cause; a prime mover.
Efficiently,adv.,With effect; effectively.
Effierce,v. t.,To make fierce.
Effigial,a.,Relating to an effigy.
Effigiate,v. t.,"To form as an effigy; hence, to fashion; to adapt."
Effigiation,n.,The act of forming in resemblance; an effigy.
Effigies,n.,See Effigy.
Effigies,n. pl.,of Effigy
Effigy,n.,"The image, likeness, or representation of a person, whether a full figure, or a part; an imitative figure; -- commonly applied to sculptured likenesses, as those on monuments, or to those of the heads of princes on coins and medals, sometimes applied to portraits."
Efflagitate,v. t.,To ask urgently.
Efflate,v. t.,To fill with breath; to puff up.
Efflation,n.,"The act of filling with wind; a breathing or puffing out; a puff, as of wind."
Effloresced,imp. & p. p.,of Effloresce
Efflorescing,p. pr. & vb. n.,of Effloresce
Effloresce,v. i.,To blossom forth.
Effloresce,v. i.,"To change on the surface, or throughout, to a whitish, mealy, or crystalline powder, from a gradual decomposition, esp. from the loss of water, on simple exposure to the air; as, Glauber's salts, and many others, effloresce."
Effloresce,v. i.,"To become covered with a whitish crust or light crystallization, from a slow chemical change between some of the ingredients of the matter covered and an acid proceeding commonly from an external source; as, the walls of limestone caverns sometimes effloresce with nitrate of calcium in consequence of the action in consequence of nitric acid formed in the atmosphere."
Efflorescence,n.,"Flowering, or state of flowering; the blooming of flowers; blowth."
Efflorescence,n.,"A redness of the skin; eruption, as in rash, measles, smallpox, scarlatina, etc."
Efflorescence,n.,"The formation of the whitish powder or crust on the surface of efflorescing bodies, as salts, etc."
Efflorescence,n.,The powder or crust thus formed.
Efflorescency,n.,The state or quality of being efflorescent; efflorescence.
Efflorescent,v. i.,"That effloresces, or is liable to effloresce on exposure; as, an efflorescent salt."
Efflorescent,v. i.,Covered with an efflorescence.
Efflower,v. t.,"To remove the epidermis of (a skin) with a concave knife, blunt in its middle part, -- as in making chamois leather."
Effluence,n.,"A flowing out, or emanation."
Effluence,n.,That which flows or issues from any body or substance; issue; efflux.
Effluency,n.,Effluence.
Effluent,a.,"Flowing out; as, effluent beams."
Effluent,n.,A stream that flows out of another stream or lake.
Effluviable,a.,Capable of being given off as an effluvium.
Effluvial,a.,Belonging to effluvia.
Effluviate,v. i.,To give forth effluvium.
Effluvia,n. pl.,of Effluvium
Effluvium,a.,"Subtile or invisible emanation; exhalation perceived by the sense of smell; especially, noisome or noxious exhalation; as, the effluvium from diseased or putrefying bodies, or from ill drainage."
Efflux,n.,"The act or process of flowing out, or issuing forth; effusion; outflow; as, the efflux of matter from an ulcer; the efflux of men's piety."
Efflux,n.,That which flows out; emanation; effluence.
Efflux,v. i.,To run out; to flow forth; to pass away.
Effluxion,n.,The act of flowing out; effusion.
Effluxion,n.,That which flows out; effluvium; emanation.
Effodient,a.,Digging up.
Efforced,imp. & p. p.,of Efforce
Efforcing,p. pr. & vb. n.,of Efforce
Efforce,v. t.,To force; to constrain; to compel to yield.
Efform,v. t.,To form; to shape.
Efformation,n.,The act of giving shape or form.
Effort,n.,"An exertion of strength or power, whether physical or mental, in performing an act or aiming at an object; more or less strenuous endeavor; struggle directed to the accomplishment of an object; as, an effort to scale a wall."
Effort,n.,A force acting on a body in the direction of its motion.
Effort,v. t.,To stimulate.
Effortless,a.,Making no effort.
Effossion,n.,A digging out or up.
Effranchise,v. t.,To enfranchise.
Effray,v. t.,To frighten; to scare.
Effrayable,a.,Frightful.
Effrenation,n.,Unbridled license; unruliness.
Effront,v. t.,To give assurance to.
Effronteries,n. pl.,of Effrontery
Effrontery,n.,Impudence or boldness in confronting or in transgressing the bounds of duty or decorum; insulting presumptuousness; shameless boldness; barefaced assurance.
Effrontit,a.,Marked by impudence.
Effrontuously,adv.,Impudently.
Effulged,imp. & p. p.,of Effulge
Effulging,p. pr. & vb. n.,of Effulge
Effulge,v. t.,To cause to shine with abundance of light; to radiate; to beam.
Effulge,v. i.,To shine forth; to beam.
Effulgence,n.,The state of being effulgent; extreme brilliancy; a flood of light; great luster or brightness; splendor.
Effulgent,a.,Diffusing a flood of light; shining; luminous; beaming; bright; splendid.
Effulgently,adv.,In an effulgent manner.
Effumability,n.,The capability of flying off in fumes or vapor.
Effume,v. t.,To breathe or puff out.
Effund,v. t.,To pour out.
Effuse,a.,Poured out freely; profuse.
Effuse,a.,Disposed to pour out freely; prodigal.
Effuse,a.,"Spreading loosely, especially on one side; as, an effuse inflorescence."
Effuse,a.,"Having the lips, or edges, of the aperture abruptly spreading; -- said of certain shells."
Effuse,n.,Effusion; loss.
Effused,imp. & p. p.,of Effuse
Effusing,p. pr. & vb. n.,of Effuse
Effuse,v. t.,To pour out like a stream or freely; to cause to exude; to shed.
Effuse,v. i.,To emanate; to issue.
Effusion,n.,"The act of pouring out; as, effusion of water, of blood, of grace, of words, and the like."
Fantasies,n. pl.,of Fantasy
Fantasy,n.,"Fancy; imagination; especially, a whimsical or fanciful conception; a vagary of the imagination; whim; caprice; humor."
Fantasy,n.,Fantastic designs.
Fantasy,v. t.,To have a fancy for; to be pleased with; to like; to fancy.
Fantoccini,n. pl.,"Puppets caused to perform evolutions or dramatic scenes by means of machinery; also, the representations in which they are used."
Fantom,n.,See Phantom.
Fap,a.,Fuddled.
Faquir,n.,See Fakir.
Far,n.,"A young pig, or a litter of pigs."
Far,a.,Distant in any direction; not near; remote; mutually separated by a wide space or extent.
Far,a.,"Remote from purpose; contrary to design or wishes; as, far be it from me to justify cruelty."
Far,a.,"Remote in affection or obedience; at a distance, morally or spiritually; t enmity with; alienated."
Far,a.,Widely different in nature or quality; opposite in character.
Far,a.,"The more distant of two; as, the far side (called also off side) of a horse, that is, the right side, or the one opposite to the rider when he mounts."
Far,adv.,"To a great extent or distance of space; widely; as, we are separated far from each other."
Far,adv.,"To a great distance in time from any point; remotely; as, he pushed his researches far into antiquity."
Far,adv.,"In great part; as, the day is far spent."
Far,adv.,In a great proportion; by many degrees; very much; deeply; greatly.
Farabout,n.,A going out of the way; a digression.
Farad,n.,"The standard unit of electrical capacity; the capacity of a condenser whose charge, having an electro-motive force of one volt, is equal to the amount of electricity which, with the same electromotive force, passes through one ohm in one second; the capacity, which, charged with one coulomb, gives an electro-motive force of one volt."
Faradic,a.,"Of or pertaining to Michael Faraday, the distinguished electrician; -- applied especially to induced currents of electricity, as produced by certain forms of inductive apparatus, on account of Faraday's investigations of their laws."
Faradism,n.,Alt. of Faradization
Faradization,n.,The treatment with faradic or induced currents of electricity for remedial purposes.
Farand,n.,"See Farrand, n."
Farandams,n.,A fabrik made of silk and wool or hair.
Farantly,a.,Orderly; comely; respectable.
Farced,imp. & p. p.,of Farce
Farcing,p. pr. & vb. n.,of Farce
Farce,v. t.,"To stuff with forcemeat; hence, to fill with mingled ingredients; to fill full; to stuff."
Farce,v. t.,To render fat.
Farce,v. t.,To swell out; to render pompous.
Farce,v. t.,"Stuffing, or mixture of viands, like that used on dressing a fowl; forcemeat."
Farce,v. t.,"A low style of comedy; a dramatic composition marked by low humor, generally written with little regard to regularity or method, and abounding with ludicrous incidents and expressions."
Farce,v. t.,"Ridiculous or empty show; as, a mere farce."
Farcement,n.,Stuffing; forcemeat.
Farcical,a.,Pertaining to farce; appropriated to farce; ludicrous; unnatural; unreal.
Farcical,a.,"Of or pertaining to the disease called farcy. See Farcy, n."
Farcilite,n.,Pudding stone.
Farcimen,n.,Alt. of Farcin
Farcin,n.,Same as Farcy.
Farcing,n.,Stuffing; forcemeat.
Farctate,v. t.,"Stuffed; filled solid; as, a farctate leaf, stem, or pericarp; -- opposed to tubular or hollow."
Farcy,n.,"A contagious disease of horses, associated with painful ulcerating enlargements, esp. upon the head and limbs. It is of the same nature as glanders, and is often fatal. Called also farcin, and farcimen."
Fard,n.,Paint used on the face.
Fard,v. t.,To paint; -- said esp. of one's face.
Fardage,n.,See Dunnage.
Fardel,n.,"A bundle or little pack; hence, a burden."
Fardel,v. t.,To make up in fardels.
Farding-bag,n.,"The upper stomach of a cow, or other ruminant animal; the rumen."
Fardingdale,n.,A farthingale.
Fardingdeal,n.,The fourth part of an acre of land.
Fared,imp. & p. p.,of Fare
Faring,p. pr. & vb. n.,of Fare
Fare,n.,To go; to pass; to journey; to travel.
Fare,n.,"To be in any state, or pass through any experience, good or bad; to be attended with any circummstances or train of events, fortunate or unfortunate; as, he fared well, or ill."
Fare,n.,"To be treated or entertained at table, or with bodily or social comforts; to live."
Fare,n.,"To happen well, or ill; -- used impersonally; as, we shall see how it will fare with him."
Fare,n.,To behave; to conduct one's self.
Fare,v.,A journey; a passage.
Fare,v.,"The price of passage or going; the sum paid or due for conveying a person by land or water; as, the fare for crossing a river; the fare in a coach or by railway."
Fare,v.,Ado; bustle; business.
Fare,v.,Condition or state of things; fortune; hap; cheer.
Fare,v.,"Food; provisions for the table; entertainment; as, coarse fare; delicious fare."
Fare,v.,"The person or persons conveyed in a vehicle; as, a full fare of passengers."
Fare,v.,The catch of fish on a fishing vessel.
Faren,,"p. p. of Fare, v. i."
Farewell,interj.,"Go well; good-by; adieu;  -- originally applied to a person departing, but by custom now applied both to those who depart and those who remain. It is often separated by the pronoun; as, fare you well; and is sometimes used as an expression of separation only; as, farewell the year; farewell, ye sweet groves; that is, I bid you farewell."
Farewell,n.,A wish of happiness or welfare at parting; the parting compliment; a good-by; adieu.
Farewell,n.,"Act of departure; leave-taking; a last look at, or reference to something."
Farewell,a.,"Parting; valedictory; final; as, a farewell discourse; his farewell bow."
Farfet,p. p.,Farfetched.
Farfetch,v. t.,To bring from far; to seek out studiously.
Farfetch,n.,"Anything brought from far, or brought about with studious care; a deep strategem."
Farfetched,a.,"Brought from far, or from a remote place."
Farfetched,a.,Studiously sought; not easily or naturally deduced or introduced; forced; strained.
Farina,n.,"A fine flour or meal made from cereal grains or from the starch or fecula of vegetables, extracted by various processes, and used in cookery."
Farina,n.,Pollen.
Farinaceous,a.,"Consisting or made of meal or flour; as, a farinaceous diet."
Farinaceous,a.,"Yielding farina or flour; as, ffarinaceous seeds."
Farinaceous,a.,"Like meal; mealy; pertainiing to meal; as, a farinaceous taste, smell, or appearance."
Farinose,a.,"Yielding farinaa; as, farinose substances."
Farinose,a.,"Civered with a sort of white, mealy powder, as the leaves of some poplars, and the body of certain insects; mealy."
Farl,v. t.,Same as Furl.
Farlie,n.,An unusual or unexpected thing; a wonder. See Fearly.
Farm,a. & n.,"The rent of land, -- originally paid by reservation of part of its products."
Farm,a. & n.,The term or tenure of a lease of land for cultivation; a leasehold.
Farm,a. & n.,The land held under lease and by payment of rent for the purpose of cultivation.
Farm,a. & n.,"Any tract of land devoted to agricultural purposes, under the management of a tenant or the owner."
Farm,a. & n.,A district of country leased (or farmed) out for the collection of the revenues of government.
Farm,a. & n.,"A lease of the imposts on particular goods; as, the sugar farm, the silk farm."
Farmed,imp. & p. p.,of Farm
Farming,p. pr. & vb. n.,of Farm
Farm,v. t.,"To lease or let for an equivalent, as land for a rent; to yield the use of to proceeds."
Farm,v. t.,"To give up to another, as an estate, a business, the revenue, etc., on condition of receiving in return a percentage of what it yields; as, to farm the taxes."
Farm,v. t.,To take at a certain rent or rate.
Farm,v. t.,"To devote (land) to agriculture; to cultivate, as land; to till, as a farm."
Farm,v. i.,To engage in the business of tilling the soil; to labor as a farmer.
Farmable,a.,Capable of being farmed.
Farmer,n.,One who farms
Farmer,n.,One who hires and cultivates a farm; a cultivator of leased ground; a tenant.
Gardyloo,n.,"An old cry in throwing water, slops, etc., from the windows in Edingburgh."
Gare,n.,Coarse wool on the legs of sheep.
Garefowl,n.,"The great auk; also, the razorbill. See Auk."
Garfish,n.,"A European marine fish (Belone vulgaris); -- called also gar, gerrick, greenback, greenbone, gorebill, hornfish, longnose, mackerel guide, sea needle, and sea pike."
Garfish,n.,"One of several species of similar fishes of the genus Tylosurus, of which one species (T. marinus) is common on the Atlantic coast. T. Caribbaeus, a very large species, and T. crassus, are more southern; -- called also needlefish. Many of the common names of the European garfish are also applied to the American species."
Gargalize,v. t.,To gargle; to rinse.
Garganey,n.,"A small European duck (Anas querquedula); -- called also cricket teal, and summer teal."
Gargantuan,a.,"Characteristic of Gargantua, a gigantic, wonderful personage; enormous; prodigious; inordinate."
Gargarism,n.,A gargle.
Gargarize,v. t.,"To gargle; to rinse or wash, as the mouth and throat."
Garget,n.,The throat.
Garget,n.,"A diseased condition of the udders of cows, etc., arising from an inflammation of the mammary glands."
Garget,n.,"A distemper in hogs, indicated by staggering and loss of appetite."
Garget,n.,See Poke.
Gargil,n.,"A distemper in geese, affecting the head."
Gargle,n.,See Gargoyle.
Garggled,imp. & p. p.,of Gargle
Gargling,p. pr. & vb. n.,of Gargle
Gargle,v. t.,"To wash or rinse, as the mouth or throat, particular the latter, agitating the liquid (water or a medicinal preparation) by an expulsion of air from the lungs."
Gargle,v. t.,To warble; to sing as if gargling
Gargle,n.,"A liquid, as water or some medicated preparation, used to cleanse the mouth and throat, especially for a medical effect."
Gargol,n.,A distemper in swine; garget.
Gargoulette,n.,A water cooler or jug with a handle and spout; a gurglet.
Gargoyle,n.,"A spout projecting from the roof gutter of a building, often carved grotesquely."
Gargyle,n.,See Gargoyle.
Garibaldi,n.,A jacket worn by women; -- so called from its resemblance in shape to the red shirt worn by the Italians patriot Garibaldi.
Garibaldi,n.,A California market fish (Pomancentrus rubicundus) of a deep scarlet color.
Garish,a.,Showy; dazzling; ostentatious; attracting or exciting attention.
Garish,a.,Gay to extravagance; flighty.
Garland,n.,The crown of a king.
Garland,n.,"A wreath of chaplet made of branches, flowers, or feathers, and sometimes of precious stones, to be worn on the head like a crown; a coronal; a wreath."
Garland,n.,The top; the thing most prized.
Garland,n.,A book of extracts in prose or poetry; an anthology.
Garland,n.,A sort of netted bag used by sailors to keep provision in.
Garland,n.,A grommet or ring of rope lashed to a spar for convenience in handling.
Garlanded,imp. & p. p.,of Garland
Garlanding,p. pr. & vb. n.,of Garland
Garland,v. t.,To deck with a garland.
Garlandless,a.,Destitute of a garland.
Garlic,n.,"A plant of the genus Allium (A. sativum is the cultivated variety), having a bulbous root, a very strong smell, and an acrid, pungent taste. Each root is composed of several lesser bulbs, called cloves of garlic, inclosed in a common membranous coat, and easily separable."
Garlic,n.,A kind of jig or farce.
Garlicky,a.,Like or containing garlic.
Garment,n.,"Any article of clothing, as a coat, a gown, etc."
Garmented,p. a.,"Having on a garment; attired; enveloped, as with a garment."
Garmenture,n.,Clothing; dress.
Garner,n.,A granary; a building or place where grain is stored for preservation.
Garnered,imp. & p. p.,of Garner
Garnering,p. pr. & vb. n.,of Garner
Garner,v. t.,"To gather for preservation; to store, as in a granary; to treasure."
Garnet,n.,"A mineral having many varieties differing in color and in their constituents, but with the same crystallization (isometric), and conforming to the same general chemical formula. The commonest color is red, the luster is vitreous, and the hardness greater than that of quartz. The dodecahedron and trapezohedron are the common forms."
Garnet,n.,A tackle for hoisting cargo in our out.
Garnetiferous,a.,Containing garnets.
Garnierite,n.,An amorphous mineral of apple-green color; a hydrous silicate of nickel and magnesia. It is an important ore of nickel.
Garnished,imp. & p. p.,of Garnish
Garnishing,p. pr. & vb. n.,of Garnish
Garnish,v. t.,To decorate with ornamental appendages; to set off; to adorn; to embellish.
Garnish,v. t.,"To ornament, as a dish, with something laid about it; as, a dish garnished with parsley."
Garnish,v. t.,To furnish; to supply.
Garnish,v. t.,To fit with fetters.
Garnish,v. t.,"To warn by garnishment; to give notice to; to garnishee. See Garnishee, v. t."
Garnish,n.,"Something added for embellishment; decoration; ornament; also, dress; garments, especially such as are showy or decorated."
Garnish,n.,"Something set round or upon a dish as an embellishment. See Garnish, v. t., 2."
Garnish,v. t.,Fetters.
Garnish,v. t.,"A fee; specifically, in English jails, formerly an unauthorized fee demanded by the old prisoners of a newcomer."
Garnishee,n.,"One who is garnished; a person upon whom garnishment has been served in a suit by a creditor against a debtor, such person holding property belonging to the debtor, or owing him money."
Garnisheed,imp. & p. p.,of Garnishee
Garnisheeing,p. pr. & vb. n.,of Garnishee
Garnishee,v. t.,To make (a person) a garnishee; to warn by garnishment; to garnish.
Garnishee,v. t.,To attach (the fund or property sought to be secured by garnishment); to trustee.
Garnisher,n.,"One who, or that which, garnishes."
Garnishment,n.,Ornament; embellishment; decoration.
Garnishment,n.,"Warning, or legal notice, to one to appear and give information to the court on any matter."
Garnishment,n.,"Warning to a person in whose hands the effects of another are attached, not to pay the money or deliver the goods to the defendant, but to appear in court and give information as garnishee."
Garnishment,n.,"A fee. See Garnish, n., 4."
Garniture,v. t.,That which garnishes; ornamental appendage; embellishment; furniture; dress.
Garookuh,n.,A small fishing vessel met with in the Persian Gulf.
Garous,a.,"Pertaining to, or resembling, garum."
Gar pike,,Alt. of Garpike
Garpike,,See under Gar.
Garran,n.,See Galloway.
Garret,n.,A turret; a watchtower.
Garret,n.,"That part of a house which is on the upper floor, immediately under or within the roof; an attic."
Garreted,a.,Protected by turrets.
Garreteer,n.,One who lives in a garret; a poor author; a literary hack.
Garreting,n.,Small splinters of stone inserted into the joints of coarse masonry.
Garrison,n.,A body of troops stationed in a fort or fortified town.
Garrison,n.,"A fortified place, in which troops are quartered for its security."
Garrisoned,imp. & p. p.,of Garrison
Garrisoning,p. pr. & vb. n.,of Garrison
Garrison,v. t.,"To place troops in, as a fortification, for its defense; to furnish with soldiers; as, to garrison a fort or town."
Garrison,v. t.,"To secure or defend by fortresses manned with troops; as, to garrison a conquered territory."
Garron,n.,Same as Garran.
Garrot,n.,"A stick or small wooden cylinder used for tightening a bandage, in order to compress the arteries of a limb."
Garrot,n.,The European golden-eye.
Garrote,n.,"A Spanish mode of execution by strangulation, with an iron collar affixed to a post and tightened by a screw until life become extinct; also, the instrument by means of which the punishment is inflicted."
Garroted,imp. & p. p.,of Garrote
Garroting,p. pr. & vb. n.,of Garrote
Garrote,v. t.,"To strangle with the garrote; hence, to seize by the throat, from behind, with a view to strangle and rob."
Garroter,n.,"One who seizes a person by the throat from behind, with a view to strangle and rob him."
Garrulity,n.,Talkativeness; loquacity.
Halter,n.,One who halts or limps; a cripple.
Halter,n.,A strong strap or cord.
Halter,n.,"A rope or strap, with or without a headstall, for leading or tying a horse."
Halter,n.,A rope for hanging malefactors; a noose.
Haltered,imp. & p. p.,of Halter
Haltering,p. pr. & vb. n.,of Halter
Halter,v. t.,"To tie by the neck with a rope, strap, or halter; to put a halter on; to subject to a hangman's halter."
Halteres,n. pl.,Balancers; the rudimentary hind wings of Diptera.
Halter-sack,n.,"A term of reproach, implying that one is fit to be hanged."
Haltingly,adv.,In a halting or limping manner.
Halvans,n. pl.,Impure ore; dirty ore.
Halve,n.,A half.
Halved,imp. & p. p.,of Halve
Halving,p. pr. & vb. n.,of Halve
Halve,v. t.,"To divide into two equal parts; as, to halve an apple; to be or form half of."
Halve,v. t.,"To join, as two pieces of timber, by cutting away each for half its thickness at the joining place, and fitting together."
Halved,a.,"Appearing as if one side, or one half, were cut away; dimidiate."
Halves,n.,pl. of Half.
Halwe,n.,A saint.
Hal'yard,v. t.,"A rope or tackle for hoisting or lowering yards, sails, flags, etc."
Halysites,n.,"A genus of Silurian fossil corals; the chain corals. See Chain coral, under Chain."
Ham,n.,Home.
Ham,n.,The region back of the knee joint; the popliteal space; the hock.
Ham,n.,"The thigh of any animal; especially, the thigh of a hog cured by salting and smoking."
Hamadryads,n. pl.,of Hamadryad
Hamadryades,n. pl.,of Hamadryad
Hamadryad,n.,"A tree nymph whose life ended with that of the particular tree, usually an oak, which had been her abode."
Hamadryad,n.,"A large venomous East Indian snake (Orhiophagus bungarus), allied to the cobras."
Hamadryas,n.,The sacred baboon of Egypt (Cynocephalus Hamadryas).
Hamamelis,n.,"A genus of plants which includes the witch-hazel (Hamamelis Virginica), a preparation of which is used medicinally."
Hamate,a.,Hooked; bent at the end into a hook; hamous.
Hamated,a.,"Hooked, or set with hooks; hamate."
Hamatum,n.,See Unciform.
Hamble,v. t.,To hamstring.
Hamburg,n.,"A commercial city of Germany, near the mouth of the Elbe."
Hame,n.,Home.
Hame,n.,"One of the two curved pieces of wood or metal, in the harness of a draught horse, to which the traces are fastened. They are fitted upon the collar, or have pads fitting the horse's neck attached to them."
Hamel,v. t.,Same as Hamele.
Hamesecken,n.,Alt. of Hamesucken
Hamesucken,n.,The felonious seeking and invasion of a person in his dwelling house.
Hamiform,n.,Hook-shaped.
Hamilton period,,"A subdivision of the Devonian system of America; -- so named from Hamilton, Madison Co., New York. It includes the Marcellus, Hamilton, and Genesee epochs or groups. See the Chart of Geology."
Haminura,n.,A large edible river fish (Erythrinus macrodon) of Guiana.
Hamite,n.,"A fossil cephalopod of the genus Hamites, related to the ammonites, but having the last whorl bent into a hooklike form."
Hamite,n.,"A descendant of Ham, Noah's second son. See Gen. x. 6-20."
Haitic,a.,Pertaining to Ham or his descendants.
Hamlet,n.,A small village; a little cluster of houses in the country.
Hamleted,p. a.,Confined to a hamlet.
Hammer,n.,"An instrument for driving nails, beating metals, and the like, consisting of a head, usually of steel or iron, fixed crosswise to a handle."
Hammer,n.,Something which in firm or action resembles the common hammer
Hammer,n.,That part of a clock which strikes upon the bell to indicate the hour.
Hammer,n.,"The padded mallet of a piano, which strikes the wires, to produce the tones."
Hammer,n.,The malleus.
Hammer,n.,"That part of a gunlock which strikes the percussion cap, or firing pin; the cock; formerly, however, a piece of steel covering the pan of a flintlock musket and struck by the flint of the cock to ignite the priming."
Hammer,n.,"Also, a person of thing that smites or shatters; as, St. Augustine was the hammer of heresies."
Hammered,imp. & p. p.,of Hammer
Hammering,p. pr. & vb. n.,of Hammer
Hammer,v. t.,"To beat with a hammer; to beat with heavy blows; as, to hammer iron."
Hammer,v. t.,To form or forge with a hammer; to shape by beating.
Hammer,v. t.,To form in the mind; to shape by hard intellectual labor; -- usually with out.
Hammer,v. i.,To be busy forming anything; to labor hard as if shaping something with a hammer.
Hammer,v. i.,"To strike repeated blows, literally or figuratively."
Hammerable,a.,Capable of being formed or shaped by a hammer.
Hammer-beam,n.,"A member of one description of roof truss, called hammer-beam truss, which is so framed as not to have a tiebeam at the top of the wall. Each principal has two hammer-beams, which occupy the situation, and to some extent serve the purpose, of a tiebeam."
Hammercloth,n.,The cloth which covers a coach box.
Hammer-dressed,a.,Having the surface roughly shaped or faced with the stonecutter's hammer; -- said of building stone.
Hammerer,n.,One who works with a hammer.
Hammer-harden,v. t.,"To harden, as a metal, by hammering it in the cold state."
Hammerhead,n.,"A shark of the genus Sphyrna or Zygaena, having the eyes set on projections from the sides of the head, which gives it a hammer shape. The Sphyrna zygaena is found in the North Atlantic. Called also hammer fish, and balance fish."
Hammerhead,n.,A fresh-water fish; the stone-roller.
Hammerhead,n.,An African fruit bat (Hypsignathus monstrosus); -- so called from its large blunt nozzle.
Hammerkop,n.,A bird of the Heron family; the umber.
Hammer-less,a.,"Without a visible hammer; -- said of a gun having a cock or striker concealed from sight, and out of the way of an accidental touch."
Hammermen,n. pl.,of Hammerman
Hammerman,n.,A hammerer; a forgeman.
Hammochrysos,n.,A stone with spangles of gold color in it.
Hammock,n.,"A swinging couch or bed, usually made of netting or canvas about six feet wide, suspended by clews or cords at the ends."
Hammock,n.,"A piece of land thickly wooded, and usually covered with bushes and vines. Used also adjectively; as, hammock land."
Hamose,,Alt. of Hamous
Hamous,,Having the end hooked or curved.
Hamper,n.,"A large basket, usually with a cover, used for the packing and carrying of articles; as, a hamper of wine; a clothes hamper; an oyster hamper, which contains two bushels."
Hampered,imp. & p. p.,of Hamper
Hampering,p. pr. & vb. n.,of Hamper
Hamper,v. t.,To put in a hamper.
Hamper,v. t.,"To put a hamper or fetter on; to shackle; to insnare; to inveigle; hence, to impede in motion or progress; to embarrass; to encumber."
Hamper,n.,A shackle; a fetter; anything which impedes.
Hamper,n.,"Articles ordinarily indispensable, but in the way at certain times."
Hamshackle,v. t.,"To fasten (an animal) by a rope binding the head to one of the fore legs; as, to hamshackle a horse or cow; hence, to bind or restrain; to curb."
Hamster,n.,"A small European rodent (Cricetus frumentarius). It is remarkable for having a pouch on each side of the jaw, under the skin, and for its migrations."
Hamstring,n.,"One of the great tendons situated in each side of the ham, or space back of the knee, and connected with the muscles of the back of the thigh."
Hamstrung,imp. & p. p.,of Hamstring
Hamstringing,p. pr. & vb. n.,of Hamstring
Hamstring,v. t.,"To lame or disable by cutting the tendons of the ham or knee; to hough; hence, to cripple; to incapacitate; to disable."
Hamular,a.,"Hooked; hooklike; hamate; as, the hamular process of the sphenoid bone."
Hamulate,a.,Furnished with a small hook; hook-shaped.
Hamule,n.,A little hook.
Hamulose,a.,Bearing a small hook at the end.
Hamuli,n. pl.,of Hamulus
Hamulus,n.,"A hook, or hooklike process."
Hamulus,n.,A hooked barbicel of a feather.
Immutable,a.,Not mutable; not capable or susceptible of change; unchangeable; unalterable.
Immutate,a.,Unchanged.
Immutation,n.,Change; alteration; mutation.
Immute,v. t.,To change or alter.
Imp,n.,A shoot; a scion; a bud; a slip; a graft.
Imp,n.,An offspring; progeny; child; scion.
Imp,n.,"A young or inferior devil; a little, malignant spirit; a puny demon; a contemptible evil worker."
Imp,n.,"Something added to, or united with, another, to lengthen it out or repair it, -- as, an addition to a beehive; a feather inserted in a broken wing of a bird; a length of twisted hair in a fishing line."
Imped,imp. & p. p.,of Imp
Imping,p. pr. & vb. n.,of Imp
Imp,n.,To graft; to insert as a scion.
Imp,n.,"To graft with new feathers, as a wing; to splice a broken feather. Hence, Fig.: To repair; to extend; to increase; to strengthen to equip."
Impacable,a.,Not to be appeased or quieted.
Impackment,n.,"The state of being closely surrounded, crowded, or pressed, as by ice."
Impacted,imp. & p. p.,of Impact
Impacting,p. pr. & vb. n.,of Impact
Impact,v. t.,To drive close; to press firmly together: to wedge into a place.
Impact,n.,Contact or impression by touch; collision; forcible contact; force communicated.
Impact,n.,The single instantaneous stroke of a body in motion against another either in motion or at rest.
Impacted,a.,Driven together or close.
